,Title,Price,Kilometers Driven,Fuel Type,Location,Year,Make,Model,Variant,Car Age,Trim Level,Power Indicator
2603,2017 Maruti Suzuki Baleno RS 1.0,535000.0,70000.0,Petrol,L B Nagar,2017,Maruti,Suzuki,Baleno RS 1.0,7,Base,Standard
2604,2021 Maruti Suzuki Baleno Sigma 1.2,625000.0,26636.0,Petrol,Hastinapuram,2021,Maruti,Suzuki,Baleno Sigma 1.2,3,Base,Standard
2605,2011 Hyundai i10 Sportz 1.2 AT Kappa2,280000.0,65269.0,Petrol,L B Nagar,2011,Hyundai,i10,Sportz 1.2 AT Kappa2,13,Sport,Standard
2606,2018 Maruti Suzuki Dzire VDi,745000.0,50885.0,Diesel,Hastinapuram,2018,Maruti,Suzuki,Dzire VDi,6,Base,Standard
2607,2010 Hyundai i10 Sportz 1.2 AT,300000.0,88000.0,Petrol,Madhapur,2010,Hyundai,i10,Sportz 1.2 AT,14,Sport,Standard
2608,2012 Maruti Suzuki Wagon R 1.0 VXi,320000.0,68000.0,Petrol,Madhapur,2012,Maruti,Suzuki,Wagon R 1.0 VXi,12,Base,Standard
2609,2018 Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],1895000.0,80000.0,Diesel,Banjara Hills Hyderabad,2018,Toyota,Innova,Crysta 2.8 GX AT 8 STR,6,Base,Standard
2610,2019 Honda Jazz VX CVT Petrol,845000.0,56000.0,Petrol,Madhapur,2019,Honda,Jazz,VX CVT Petrol,5,Base,Standard
2611,2021 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],1495000.0,44000.0,Diesel,Madhapur,2021,Mahindra,Thar,LX Hard Top Diesel AT 4WD [2023],3,Base,Standard
2612,2010 Toyota Innova 2.5 VX 8 STR BS-IV,500000.0,254530.0,Diesel,Begumpet,2010,Toyota,Innova,2.5 VX 8 STR BS-IV,14,Base,Standard
2613,2018 Toyota Fortuner 2.8 4x2 MT [2016-2020],2900000.0,149000.0,Diesel,Madhapur,2018,Toyota,Fortuner,2.8 4x2 MT,6,Base,Standard
2614,2017 Tata Hexa XTA 4x2 7 STR,1175000.0,61313.0,Diesel,Golconda,2017,Tata,Hexa,XTA 4x2 7 STR,7,Base,Standard
2615,2023 Hyundai Verna SX (O) 1.5 Turbo Petrol DCT,1700000.0,8500.0,Petrol,Jubilee Hills,2023,Hyundai,Verna,SX (O) 1.5 Turbo Petrol DCT,1,Base,Standard
2616,2021 Toyota Fortuner Legender 2.8 4X2 AT,4425000.0,112000.0,Diesel,Madhapur,2021,Toyota,Fortuner,Legender 2.8 4X2 AT,3,Base,Standard
2617,2021 Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,685000.0,49000.0,Petrol,Madhapur,2021,Hyundai,Grand,i10 Nios Sportz AMT 1.2 Kappa VTVT,3,Sport,Standard
2618,2022 Maruti Suzuki Eeco 5 STR AC,625000.0,22000.0,Petrol,Erragadda,2022,Maruti,Suzuki,Eeco 5 STR AC,2,Base,Standard
2619,2019 Renault Kwid 1.0 RXT [2016-2019],395000.0,25000.0,Petrol,Madhapur,2019,Renault,Kwid,1.0 RXT,5,Base,Standard
2620,2016 Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],595000.0,79000.0,Petrol,Erragadda,2016,Hyundai,Grand,i10 Asta AT 1.2 Kappa VTVT (O),8,Base,Standard
2621,2018 Maruti Suzuki Vitara Brezza VDi,790000.0,81000.0,Diesel,Erragadda,2018,Maruti,Suzuki,Vitara Brezza VDi,6,Base,Standard
2622,2021 Tata Nexon XM (S) Diesel [2020-2023],980000.0,77000.0,Diesel,Erragadda,2021,Tata,Nexon,XM (S) Diesel,3,Base,Standard
2623,2017 Mahindra XUV500 W10 1.99,1350000.0,106000.0,Diesel,Erragadda,2017,Mahindra,XUV500,W10 1.99,7,Base,Standard
2624,2016 Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],595000.0,79000.0,Petrol,Erragadda,2016,Hyundai,Grand,i10 Asta AT 1.2 Kappa VTVT (O),8,Base,Standard
2625,2017 Tata Hexa XTA 4x2 7 STR,1175000.0,61313.0,Diesel,Golconda,2017,Tata,Hexa,XTA 4x2 7 STR,7,Base,Standard
2626,2023 Hyundai Verna SX (O) 1.5 Turbo Petrol DCT,1700000.0,8500.0,Petrol,Jubilee Hills,2023,Hyundai,Verna,SX (O) 1.5 Turbo Petrol DCT,1,Base,Standard
2627,2021 Toyota Fortuner Legender 2.8 4X2 AT,4425000.0,112000.0,Diesel,Madhapur,2021,Toyota,Fortuner,Legender 2.8 4X2 AT,3,Base,Standard
2628,2021 Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,685000.0,49000.0,Petrol,Madhapur,2021,Hyundai,Grand,i10 Nios Sportz AMT 1.2 Kappa VTVT,3,Sport,Standard
2629,2021 Maruti Suzuki Ertiga VXI CNG,1090000.0,47884.0,CNG,L.B. Nagar Main Rd.,2021,Maruti,Suzuki,Ertiga VXI CNG,3,Base,Standard
2630,2014 Maruti Suzuki Wagon R 1.0 VXI,330000.0,92388.0,Petrol,L.B. Nagar Main Rd.,2014,Maruti,Suzuki,Wagon R 1.0 VXI,10,Base,Standard
2631,2017 Mahindra XUV500 W10,1245000.0,104240.0,Diesel,L.B. Nagar Main Rd.,2017,Mahindra,XUV500,W10,7,Base,Standard
2632,2009 Honda City 1.5 S MT,285000.0,99000.0,Petrol,Beerappagadda,2009,Honda,City,1.5 S MT,15,Base,Standard
2633,2015 Skoda Rapid Style 1.5 TDI,595000.0,89000.0,Diesel,Madhapur,2015,Skoda,Rapid,Style 1.5 TDI,9,Base,Standard
2634,2014 Maruti Suzuki Ritz Vdi BS-IV,395000.0,99000.0,Diesel,Madhapur,2014,Maruti,Suzuki,Ritz Vdi BS-IV,10,Base,Standard
2635,2019 Mahindra KUV100 K8 6 STR Dual Tone,485000.0,45321.0,Petrol,Hastinapuram,2019,Mahindra,KUV100,K8 6 STR Dual Tone,5,Base,Standard
2636,2022 Maruti Suzuki Dzire VXi [2020-2023],810000.0,23000.0,Petrol,Erragadda,2022,Maruti,Suzuki,Dzire VXi,2,Base,Standard
2637,2011 Skoda Laura Classic 1.8 TSI,199999.0,102718.0,Petrol,Begumpet,2011,Skoda,Laura,Classic 1.8 TSI,13,Base,Standard
2638,2015 Volkswagen Vento Highline Diesel AT,550000.0,156000.0,Diesel,Banjara Hills Hyderabad,2015,Volkswagen,Vento,Highline Diesel AT,9,Base,Standard
2639,2015 Toyota Innova 2.5 ZX BS IV 7 STR,1275000.0,176000.0,Diesel,Erragadda,2015,Toyota,Innova,2.5 ZX BS IV 7 STR,9,Base,Standard
2640,2015 Maruti Suzuki Swift VXi,490000.0,72000.0,Petrol,Erragadda,2015,Maruti,Suzuki,Swift VXi,9,Base,Standard
2641,2023 Renault Kiger RXZ AMT Dual Tone,875000.0,33000.0,Petrol,Madhapur,2023,Renault,Kiger,RXZ AMT Dual Tone,1,Base,Standard
2642,2018 Honda WR-V VX MT Diesel,695000.0,80000.0,Diesel,Banjara Hills Hyderabad,2018,Honda,WR-V,VX MT Diesel,6,Base,Standard
2643,2022 Kia Carnival Limousine Plus 7 STR,3395000.0,25000.0,Diesel,Banjara Hills Hyderabad,2022,Kia,Carnival,Limousine Plus 7 STR,2,Base,Standard
2644,2020 Toyota Fortuner 2.8 4x4 MT [2016-2020],3675000.0,78000.0,Diesel,Erragadda,2020,Toyota,Fortuner,2.8 4x4 MT,4,Base,Standard
2645,2016 Mahindra XUV500 W6,945000.0,162866.0,Diesel,L.B. Nagar Main Rd.,2016,Mahindra,XUV500,W6,8,Base,Standard
2646,2015 Toyota Etios Liva GD,340000.0,117711.0,Diesel,L B Nagar,2015,Toyota,Etios,Liva GD,9,Base,Standard
2647,2006 Maruti Suzuki Wagon R VXI,180000.0,87000.0,Petrol,L.B. Nagar Main Rd.,2006,Maruti,Suzuki,Wagon R VXI,18,Base,Standard
2648,2018 Maruti Suzuki Swift LDi,645000.0,81000.0,Diesel,Erragadda,2018,Maruti,Suzuki,Swift LDi,6,Base,Standard
2649,2006 Maruti Suzuki Wagon R VXI,180000.0,87000.0,Petrol,L.B. Nagar Main Rd.,2006,Maruti,Suzuki,Wagon R VXI,18,Base,Standard
2650,2015 Volkswagen Vento Highline Diesel,580000.0,109059.0,Diesel,L.B. Nagar Main Rd.,2015,Volkswagen,Vento,Highline Diesel,9,Base,Standard
2651,2022 Toyota Fortuner 4X2 AT 2.8 Diesel,4300000.0,56000.0,Diesel,Madhapur,2022,Toyota,Fortuner,4X2 AT 2.8 Diesel,2,Base,Standard
2652,2018 Honda WR-V VX MT Diesel,695000.0,80000.0,Diesel,Banjara Hills Hyderabad,2018,Honda,WR-V,VX MT Diesel,6,Base,Standard
2653,2022 Kia Carnival Limousine Plus 7 STR,3395000.0,25000.0,Diesel,Banjara Hills Hyderabad,2022,Kia,Carnival,Limousine Plus 7 STR,2,Base,Standard
2654,2012 Hyundai i10 Sportz 1.2 Kappa2,290000.0,55000.0,Petrol,L.B. Nagar Main Rd.,2012,Hyundai,i10,Sportz 1.2 Kappa2,12,Sport,Standard
2655,2014 Toyota Etios VD,625000.0,89000.0,Diesel,Erragadda,2014,Toyota,Etios,VD,10,Base,Standard
2656,2016 Toyota Etios GD,640000.0,83000.0,Diesel,Erragadda,2016,Toyota,Etios,GD,8,Base,Standard
2657,2018 Maruti Suzuki S-Cross Zeta 1.6,850000.0,96000.0,Diesel,L.B. Nagar Main Rd.,2018,Maruti,Suzuki,S-Cross Zeta 1.6,6,Base,Standard
2658,2022 Audi Q5 Premium Plus 45 TFSI,4495000.0,57000.0,Petrol,Banjara Hills Hyderabad,2022,Audi,Q5,Premium Plus 45 TFSI,2,Base,Standard
2659,2016 Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,540000.0,80000.0,Petrol,Erragadda,2016,Hyundai,Grand,i10 Sports Edition 1.2L Kappa VTVT,8,Sport,Standard
2660,2015 Maruti Suzuki Ertiga ZDi,699000.0,75821.0,Diesel,Hastinapuram,2015,Maruti,Suzuki,Ertiga ZDi,9,Base,Standard
2661,2019 Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],515000.0,72191.0,Petrol,Madhapur,2019,Maruti,Suzuki,Celerio ZXi (O) AMT,5,Base,Standard
2662,2015 Hyundai Elite i20 Era 1.4 CRDI,630000.0,110000.0,Diesel,Madhapur,2015,Hyundai,Elite,i20 Era 1.4 CRDI,9,Base,Standard
2663,2012 Mercedes-Benz S-Class 350 CDI L,1699000.0,84000.0,Diesel,Banjara Hills Hyderabad,2012,Mercedes-Benz,S-Class,350 CDI L,12,Base,Standard
2664,2012 Hyundai i10 Magna 1.2 Kappa2,365000.0,78272.0,Petrol,Madhapur,2012,Hyundai,i10,Magna 1.2 Kappa2,12,Base,Standard
2665,2015 Mercedes-Benz C-Class C 220 CDI Style,2000000.0,76000.0,Diesel,Madhapur,2015,Mercedes-Benz,C-Class,C 220 CDI Style,9,Base,Standard
2666,2017 Mahindra XUV500 W6,995000.0,92000.0,Diesel,L.B. Nagar Main Rd.,2017,Mahindra,XUV500,W6,7,Base,Standard
2667,2021 Honda City 4th Generation ZX CVT Petrol,1325000.0,98967.0,Petrol,Banjara Hills Hyderabad,2021,Honda,City,4th Generation ZX CVT Petrol,3,Base,Standard
2668,2022 MG Hector Plus Sharp 1.5 Petrol Turbo Hybrid MT 6-STR,1790000.0,37636.0,Hybrid,L B Nagar,2022,MG,Hector,Plus Sharp 1.5 Petrol Turbo Hybrid MT 6-STR,2,Base,Standard
2669,2023 Hyundai Verna SX (O)1.5 MPi,1575000.0,9791.0,Petrol,Golconda,2023,Hyundai,Verna,SX (O)1.5 MPi,1,Base,Standard
2670,2019 BMW 5 Series 520d Luxury Line [2017-2019],3995000.0,56897.0,Diesel,Golconda,2019,BMW,5,Series 520d Luxury Line,5,Luxury,Standard
2671,2022 Tata Nexon XZ Plus (O) Dark Edition,1174000.0,15364.0,Petrol,L B Nagar,2022,Tata,Nexon,XZ Plus (O) Dark Edition,2,Base,Standard
2672,2015 Toyota Etios Liva GD,525000.0,95254.0,Diesel,Madhapur,2015,Toyota,Etios,Liva GD,9,Base,Standard
2673,2018 Toyota Fortuner 2.8 4x2 AT [2016-2020],3170000.0,183000.0,Diesel,Madhapur,2018,Toyota,Fortuner,2.8 4x2 AT,6,Base,Standard
2674,2021 Toyota Glanza G,710000.0,65428.0,Petrol,Madhapur,2021,Toyota,Glanza,G,3,Base,Standard
2675,2019 Maruti Suzuki Vitara Brezza VDi,810000.0,67000.0,Diesel,Madhapur,2019,Maruti,Suzuki,Vitara Brezza VDi,5,Base,Standard
2676,2016 Skoda Rapid Ambition 1.6 MPI MT Plus,620000.0,107737.0,Petrol,Madhapur,2016,Skoda,Rapid,Ambition 1.6 MPI MT Plus,8,Base,Standard
2677,2019 Hyundai Venue SX 1.4 (O) CRDi,1025000.0,82000.0,Diesel,Madhapur,2019,Hyundai,Venue,SX 1.4 (O) CRDi,5,Base,Standard
2678,2021 Maruti Suzuki Eeco 7 STR,590000.0,19000.0,Petrol,Erragadda,2021,Maruti,Suzuki,Eeco 7 STR,3,Base,Standard
2679,2014 Hyundai Eon 1.0 Kappa Magna + [2014-2016],275000.0,52463.0,Petrol,Hastinapuram,2014,Hyundai,Eon,1.0 Kappa Magna +,10,Base,Standard
2680,2013 Maruti Suzuki Wagon R 1.0 VXi,350000.0,77000.0,Petrol,Madhapur,2013,Maruti,Suzuki,Wagon R 1.0 VXi,11,Base,Standard
2681,2021 Maruti Suzuki Swift VXi [2021-2023],630000.0,59291.0,Petrol,L.B. Nagar Main Rd.,2021,Maruti,Suzuki,Swift VXi,3,Base,Standard
2682,2016 Maruti Suzuki Swift VDi [2014-2017],545000.0,126775.0,Diesel,L.B. Nagar Main Rd.,2016,Maruti,Suzuki,Swift VDi,8,Base,Standard
2683,2018 Maruti Suzuki Dzire LDi,600000.0,139450.0,Diesel,L.B. Nagar Main Rd.,2018,Maruti,Suzuki,Dzire LDi,6,Base,Standard
2684,2018 Maruti Suzuki Baleno Delta 1.2,585000.0,126375.0,Petrol,L.B. Nagar Main Rd.,2018,Maruti,Suzuki,Baleno Delta 1.2,6,Base,Standard
2685,2019 Nissan Kicks XV 1.5 [2019-2020],780000.0,39000.0,Petrol,Madhapur,2019,Nissan,Kicks,XV 1.5,5,Base,Standard
2687,2014 Toyota Innova 2.5 VX 8 STR BS-III,1075000.0,191000.0,Diesel,Madhapur,2014,Toyota,Innova,2.5 VX 8 STR BS-III,10,Base,Standard
2688,2015 Toyota Innova 2.5 GX BS III 8 STR,1150000.0,187000.0,Diesel,Erragadda,2015,Toyota,Innova,2.5 GX BS III 8 STR,9,Base,Standard
2689,2018 Volkswagen Polo GT TSI,850000.0,77000.0,Petrol,Madhapur,2018,Volkswagen,Polo,GT TSI,6,Base,GT
2690,2019 Hyundai Santro Sportz [2018-2020],395000.0,44000.0,Petrol,Madhapur,2019,Hyundai,Santro,Sportz,5,Sport,Standard
2691,2015 Toyota Innova 2.5 GX BS IV 7 STR,1150000.0,186000.0,Diesel,Erragadda,2015,Toyota,Innova,2.5 GX BS IV 7 STR,9,Base,Standard
2692,2021 Toyota Innova Crysta 2.4 G 8 STR [2016-2017],2250000.0,101009.0,Diesel,L.B. Nagar Main Rd.,2021,Toyota,Innova,Crysta 2.4 G 8 STR,3,Base,Standard
2693,2013 Maruti Suzuki Wagon R 1.0 VXi,360000.0,70000.0,Petrol,Erragadda,2013,Maruti,Suzuki,Wagon R 1.0 VXi,11,Base,Standard
2694,2020 Hyundai Venue SX Plus 1.0 Turbo DCT,1025000.0,22906.0,Petrol,L B Nagar,2020,Hyundai,Venue,SX Plus 1.0 Turbo DCT,4,Base,Standard
2695,2021 Mercedes-Benz GLA 220d [2021-2023],5500000.0,53065.0,Diesel,Madhapur,2021,Mercedes-Benz,GLA,220d,3,Base,Standard
2696,2021 Mahindra XUV300 W8 (O) 1.2 Petrol,1121740.0,6528.0,Petrol,L B Nagar,2021,Mahindra,XUV300,W8 (O) 1.2 Petrol,3,Base,Standard
2697,2018 Mahindra XUV500 W11 AT,1677000.0,36626.0,Diesel,L B Nagar,2018,Mahindra,XUV500,W11 AT,6,Base,Standard
2698,2021 Toyota Innova Crysta 2.4 G 8 STR [2016-2017],2250000.0,101009.0,Diesel,L.B. Nagar Main Rd.,2021,Toyota,Innova,Crysta 2.4 G 8 STR,3,Base,Standard
2699,2022 Maruti Suzuki XL6 Alpha Plus MT Petrol Dual Tone [2022-2023],1284000.0,30516.0,Petrol,Hankimpet,2022,Maruti,Suzuki,XL6 Alpha Plus MT Petrol Dual Tone,2,Base,Standard
2700,2019 Honda Civic VX CVT Petrol [2019-2020],1908000.0,32254.0,Petrol,L B Nagar,2019,Honda,Civic,VX CVT Petrol,5,Base,Standard
2701,2019 Hyundai Creta SX 1.6 AT Petrol,1108000.0,58130.0,Petrol,L B Nagar,2019,Hyundai,Creta,SX 1.6 AT Petrol,5,Base,Standard
2702,2019 Hyundai Creta 1.6 SX (O),1081000.0,60704.0,Diesel,L B Nagar,2019,Hyundai,Creta,1.6 SX (O),5,Base,Standard
2703,2019 Toyota Fortuner 2.8 4x2 AT [2016-2020],3295000.0,54000.0,Diesel,Banjara Hills Hyderabad,2019,Toyota,Fortuner,2.8 4x2 AT,5,Base,Standard
2704,2020 Maruti Suzuki Baleno Alpha 1.2,725000.0,43238.0,Petrol,Madhapur,2020,Maruti,Suzuki,Baleno Alpha 1.2,4,Base,Standard
2705,2020 Kia Sonet HTK Plus 1.5 [2020-2021],1095000.0,87000.0,Diesel,Kothapet,2020,Kia,Sonet,HTK Plus 1.5,4,Base,Standard
2706,2018 Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],1390000.0,62000.0,Diesel,Madhapur,2018,Jeep,Compass,Longitude (O) 2.0 Diesel,6,Base,Standard
2707,2012 Maruti Suzuki Swift VDi,365000.0,129386.0,Diesel,L.B. Nagar Main Rd.,2012,Maruti,Suzuki,Swift VDi,12,Base,Standard
2708,2019 Toyota Fortuner 2.8 4x4 MT [2016-2020],3250000.0,135000.0,Diesel,Erragadda,2019,Toyota,Fortuner,2.8 4x4 MT,5,Base,Standard
2709,2012 Maruti Suzuki Swift DZire ZDI,480000.0,81000.0,Diesel,Erragadda,2012,Maruti,Suzuki,Swift DZire ZDI,12,Base,Standard
2710,2015 Maruti Suzuki Swift VXi,570000.0,98686.0,Petrol,Madhapur,2015,Maruti,Suzuki,Swift VXi,9,Base,Standard
2711,2011 Toyota Etios GD,420000.0,67214.0,Diesel,Madhapur,2011,Toyota,Etios,GD,13,Base,Standard
2712,2018 Tata Hexa XE 4x2 7 STR,1090000.0,78310.0,Diesel,Madhapur,2018,Tata,Hexa,XE 4x2 7 STR,6,Base,Standard
2713,2013 Hyundai i20 Asta 1.4 CRDI,485000.0,85000.0,Diesel,Erragadda,2013,Hyundai,i20,Asta 1.4 CRDI,11,Base,Standard
2714,2019 Maruti Suzuki Omni 5 STR BS-IV,355000.0,38000.0,Petrol,Erragadda,2019,Maruti,Suzuki,Omni 5 STR BS-IV,5,Base,Standard
2715,2022 Maruti Suzuki Swift VXi [2021-2023],650000.0,52200.0,Petrol,L.B. Nagar Main Rd.,2022,Maruti,Suzuki,Swift VXi,2,Base,Standard
2716,2021 Jeep Compass Model S (O) 2.0 Diesel [2021],2175000.0,60000.0,Diesel,Madhapur,2021,Jeep,Compass,Model S (O) 2.0 Diesel [],3,Base,Standard
2717,2012 BMW X1 sDrive20d,975000.0,70000.0,Diesel,Madhapur,2012,BMW,X1,sDrive20d,12,Base,Standard
2718,2014 Toyota Innova 2.5 ZX 7 STR BS-IV,1095000.0,211000.0,Diesel,Ameerpet,2014,Toyota,Innova,2.5 ZX 7 STR BS-IV,10,Base,Standard
2719,2020 Kia Seltos HTK Plus 1.5 [2019-2020],1285000.0,37000.0,Petrol,Madhapur,2020,Kia,Seltos,HTK Plus 1.5,4,Base,Standard
2720,2018 Mahindra XUV500 W7 AT [2018-2020],1253000.0,67919.0,Diesel,L B Nagar,2018,Mahindra,XUV500,W7 AT,6,Base,Standard
2721,2018 Mahindra XUV500 W11 AT,1356000.0,127342.0,Diesel,L B Nagar,2018,Mahindra,XUV500,W11 AT,6,Base,Standard
2723,2022 Kia Seltos HTK Plus 1.5 Diesel AT,1940000.0,37365.0,Diesel,Madhapur,2022,Kia,Seltos,HTK Plus 1.5 Diesel AT,2,Base,Standard
2724,2018 Hyundai Verna SX (O) 1.6 CRDi AT,925000.0,37000.0,Diesel,Ameerpet,2018,Hyundai,Verna,SX (O) 1.6 CRDi AT,6,Base,Standard
2725,2017 Honda City 4th Generation VX Diesel,780000.0,120000.0,Diesel,Madhapur,2017,Honda,City,4th Generation VX Diesel,7,Base,Standard
2726,2012 Maruti Suzuki Swift VDi,370000.0,113058.0,Diesel,L.B. Nagar Main Rd.,2012,Maruti,Suzuki,Swift VDi,12,Base,Standard
2727,2023 Mahindra Bolero Neo N10 (O),1099000.0,23051.0,Diesel,Hastinapuram,2023,Mahindra,Bolero,Neo N10 (O),1,Base,Standard
2728,2018 Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],1875000.0,135000.0,Diesel,Kothapet,2018,Toyota,Innova,Crysta 2.8 ZX AT 7 STR,6,Base,Standard
2729,2012 Maruti Suzuki Alto K10 VXi,265000.0,265000.0,Petrol,Beerappagadda,2012,Maruti,Suzuki,Alto K10 VXi,12,Base,Standard
2730,2016 Maruti Suzuki Ertiga VDI SHVS,750000.0,130000.0,Diesel,L.B. Nagar Main Rd.,2016,Maruti,Suzuki,Ertiga VDI SHVS,8,Base,Standard
2731,2018 Maruti Suzuki Swift VDi,690000.0,72000.0,Diesel,L.B. Nagar Main Rd.,2018,Maruti,Suzuki,Swift VDi,6,Base,Standard
2732,2016 Honda City VX Diesel,750000.0,85000.0,Diesel,Madhapur,2016,Honda,City,VX Diesel,8,Base,Standard
2734,2022 Jeep Compass Model S (O) 2.0 Diesel [2021],2475000.0,19000.0,Diesel,Madhapur,2022,Jeep,Compass,Model S (O) 2.0 Diesel [2021],2,Base,Standard
2735,2022 Tata Nexon XMA Plus (S),1004000.0,19374.0,Petrol,L B Nagar,2022,Tata,Nexon,XMA Plus (S),2,Base,Standard
2736,2012 Maruti Suzuki Swift VDi,400906.0,96264.0,Diesel,L B Nagar,2012,Maruti,Suzuki,Swift VDi,12,Base,Standard
2737,2021 Tata Tigor Revotron XE,540000.0,47778.0,Petrol,Bakaram,2021,Tata,Tigor,Revotron XE,3,Base,Standard
2738,2021 Mahindra Thar LX Hard Top Petrol AT,1550000.0,49500.0,Petrol,L B Nagar,2021,Mahindra,Thar,LX Hard Top Petrol AT,3,Base,Standard
2739,2013 Hyundai Elantra 1.8 SX MT,680000.0,48770.0,Petrol,Madhapur,2013,Hyundai,Elantra,1.8 SX MT,11,Base,Standard
2740,2021 Tata Altroz XZ Petrol [2020-2023],699999.0,18619.0,Petrol,Begumpet,2021,Tata,Altroz,XZ Petrol,3,Base,Standard
2741,2022 Volkswagen Virtus Topline 1.0 TSI MT,1400000.0,39000.0,Petrol,Madhapur,2022,Volkswagen,Virtus,Topline 1.0 TSI MT,2,Base,Standard
2742,2016 Hyundai Verna 1.6 VTVT SX,680000.0,130000.0,Petrol,Madhapur,2016,Hyundai,Verna,1.6 VTVT SX,8,Base,Standard
2743,2015 Volkswagen Cross Polo 1.2 MPI,550000.0,22701.0,Petrol,Khairatabad H O,2015,Volkswagen,Cross,Polo 1.2 MPI,9,Base,Standard
2744,2018 Maruti Suzuki Swift VDi,580000.0,86000.0,Diesel,Madhapur,2018,Maruti,Suzuki,Swift VDi,6,Base,Standard
2745,2020 Land Rover Discovery Sport SE R-Dynamic Petrol,4199000.0,34000.0,Petrol,Madhapur,2020,Land,Rover,Discovery Sport SE R-Dynamic Petrol,4,Sport,Standard
2746,2020 Kia Sonet GTX Plus 1.0 iMT [2020-2021],1014000.0,32712.0,Petrol,L B Nagar,2020,Kia,Sonet,GTX Plus 1.0 iMT,4,Base,GT
2747,2018 Land Rover Discovery Sport HSE,2495000.0,127000.0,Diesel,Banjara Hills Hyderabad,2018,Land,Rover,Discovery Sport HSE,6,Sport,Standard
2749,2014 Audi A4 2.0 TDI (143bhp),1300000.0,70630.0,Diesel,Madhapur,2014,Audi,A4,2.0 TDI (143bhp),10,Base,Standard
2750,2022 Mahindra Thar LX Hard Top Diesel AT,1650000.0,35000.0,Diesel,Madhapur,2022,Mahindra,Thar,LX Hard Top Diesel AT,2,Base,Standard
2751,2019 Isuzu D-MAX V-Cross Standard,1050000.0,30166.0,Diesel,Madhapur,2019,Isuzu,D-MAX,V-Cross Standard,5,Base,Standard
2752,2021 Hyundai Santro Era Executive,475000.0,17789.0,Petrol,Hankimpet,2021,Hyundai,Santro,Era Executive,3,Base,Standard
2753,2019 Mahindra XUV500 W9 AT,1342000.0,86802.0,Diesel,Hankimpet,2019,Mahindra,XUV500,W9 AT,5,Base,Standard
2754,2019 Land Rover Range Rover Velar 2.0 HSE Petrol 250,6475000.0,68000.0,Petrol,Banjara Hills Hyderabad,2019,Land,Rover,Range Rover Velar 2.0 HSE Petrol 250,5,Base,Standard
2755,2018 Hyundai Creta 1.6 S Plus AT,1220000.0,74000.0,Diesel,Madhapur,2018,Hyundai,Creta,1.6 S Plus AT,6,Base,Standard
2756,2022 Porsche Cayenne Turbo [2020-2023],11500000.0,27000.0,Petrol,SPC Begumpet,2022,Porsche,Cayenne,Turbo,2,Base,Standard
2757,2011 Hyundai i10 Sportz 1.2 Kappa2,281000.0,89916.0,Petrol,Hankimpet,2011,Hyundai,i10,Sportz 1.2 Kappa2,13,Sport,Standard
2759,2018 Audi Q3 30 TDI Premium FWD,2200000.0,70000.0,Diesel,Rockdale Somajiguda,2018,Audi,Q3,30 TDI Premium FWD,6,Base,Standard
2760,2023 Tata Punch Accomplished Dazzle Pack AMT [2021-2023],856000.0,1799.0,Petrol,L B Nagar,2023,Tata,Punch,Accomplished Dazzle Pack AMT,1,Base,Standard
2761,2021 Toyota Urban Cruiser Premium Grade MT,899000.0,53000.0,Petrol,Madhapur,2021,Toyota,Urban,Cruiser Premium Grade MT,3,Base,Standard
2762,2020 Renault Kwid CLIMBER 1.0 AMT [2017-2019],451000.0,9819.0,Petrol,Bakaram,2020,Renault,Kwid,CLIMBER 1.0 AMT,4,Base,Standard
2763,2014 Renault Pulse RxL Diesel,292000.0,83897.0,Diesel,L B Nagar,2014,Renault,Pulse,RxL Diesel,10,Base,Standard
2764,2016 Skoda Rapid Style 1.6 MPI AT,635000.0,35390.0,Petrol,L B Nagar,2016,Skoda,Rapid,Style 1.6 MPI AT,8,Base,Standard
2765,2018 Hyundai Creta 1.6 SX Plus Petrol,961000.0,66956.0,Petrol,L B Nagar,2018,Hyundai,Creta,1.6 SX Plus Petrol,6,Base,Standard
2766,2018 Mercedes-Benz GLA 200 d Style,2725000.0,50000.0,Diesel,Madhapur,2018,Mercedes-Benz,GLA,200 d Style,6,Base,Standard
2767,2020 Land Rover Discovery Sport SE R-Dynamic Petrol,4200000.0,34000.0,Petrol,Ameerpet,2020,Land,Rover,Discovery Sport SE R-Dynamic Petrol,4,Sport,Standard
2768,2014 Mahindra XUV500 W6,772000.0,93087.0,Diesel,L B Nagar,2014,Mahindra,XUV500,W6,10,Base,Standard
2769,2018 MINI Countryman Cooper S [2020-2021],3200000.0,32000.0,Petrol,SPC Begumpet,2018,MINI,Countryman,Cooper S,6,Base,Standard
2770,2020 MG Hector Sharp 1.5 DCT Petrol,1375000.0,55007.0,Petrol,Hankimpet,2020,MG,Hector,Sharp 1.5 DCT Petrol,4,Base,Standard
