,Title,Price,Kilometers Driven,Fuel Type,Location,Year,Make,Model,Variant,Car Age,Trim Level,Power Indicator
2771,2015 Mahindra XUV500 W10 1.99,930000.0,75492.0,Diesel,L B Nagar,2015,Mahindra,XUV500,W10 1.99,9,Base,Standard
2772,2012 Volvo XC90 D5 AWD,1395000.0,114000.0,Diesel,Madhapur,2012,Volvo,XC90,D5 AWD,12,Base,Standard
2773,2024 Mercedes-Benz GLA 200 [2021-2023],4800000.0,680.0,Petrol,Rockdale Somajiguda,2024,Mercedes-Benz,GLA,200,0,Base,Standard
2774,2015 Hyundai Verna Fluidic 1.6 VTVT SX Opt,587000.0,99131.0,Petrol,Hankimpet,2015,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt,9,Base,Standard
2775,2022 Kia Carens Luxury Plus 1.4 Petrol 6 STR,1519000.0,20460.0,Petrol,L B Nagar,2022,Kia,Carens,Luxury Plus 1.4 Petrol 6 STR,2,Base,Standard
2776,2022 Tata Punch Creative AMT [2021-2023],914000.0,20150.0,Petrol,L B Nagar,2022,Tata,Punch,Creative AMT,2,Base,Standard
2777,2014 Mahindra XUV500 W6,748000.0,119125.0,Diesel,L B Nagar,2014,Mahindra,XUV500,W6,10,Base,Standard
2778,2022 Tata Punch Kaziranga Creative AMT,914000.0,15486.0,Petrol,L B Nagar,2022,Tata,Punch,Kaziranga Creative AMT,2,Base,Standard
2779,2018 Hyundai Creta 1.6 S Plus AT,1095000.0,87000.0,Diesel,Banjara Hills Hyderabad,2018,Hyundai,Creta,1.6 S Plus AT,6,Base,Standard
2780,2018 Mercedes-Benz GLE Coupe 43 4MATIC [2017-2019],4975000.0,70000.0,Petrol,Ameerpet,2018,Mercedes-Benz,GLE,Coupe 43 4MATIC,6,Base,4MATIC
2781,2017 Hyundai Xcent E CRDi,399000.0,76000.0,Diesel,Ameerpet,2017,Hyundai,Xcent,E CRDi,7,Base,Standard
2782,2011 Maruti Suzuki Alto K10 VXi,182000.0,50057.0,Petrol,Bakaram,2011,Maruti,Suzuki,Alto K10 VXi,13,Base,Standard
2783,2013 Honda City 1.5 V MT,457000.0,83758.0,Petrol,Bakaram,2013,Honda,City,1.5 V MT,11,Base,Standard
2784,2016 Skoda Rapid Ambition 1.5 TDI AT,599000.0,94000.0,Diesel,Ameerpet,2016,Skoda,Rapid,Ambition 1.5 TDI AT,8,Base,Standard
2785,2019 BMW X1 sDrive20d xLine,2895000.0,60000.0,Diesel,Banjara Hills Hyderabad,2019,BMW,X1,sDrive20d xLine,5,Base,Standard
2786,2022 Mahindra Thar LX Hard Top Diesel AT,1495000.0,42000.0,Diesel,Banjara Hills Hyderabad,2022,Mahindra,Thar,LX Hard Top Diesel AT,2,Base,Standard
2787,2020 Mercedes-Benz E-Class E 220 d Avantgarde,5750000.0,8000.0,Diesel,Madhapur,2020,Mercedes-Benz,E-Class,E 220 d Avantgarde,4,Base,Standard
2788,2013 Hyundai i20 Magna (O) 1.2,354000.0,92904.0,Petrol,Bakaram,2013,Hyundai,i20,Magna (O) 1.2,11,Base,Standard
2789,2022 Kia Carens Prestige Plus 1.4 Petrol MT 7 STR,1216000.0,25961.0,Petrol,Hankimpet,2022,Kia,Carens,Prestige Plus 1.4 Petrol MT 7 STR,2,Base,Standard
2790,2019 Maruti Suzuki Vitara Brezza ZDi,950000.0,68000.0,Diesel,Gaganmahal,2019,Maruti,Suzuki,Vitara Brezza ZDi,5,Base,Standard
2791,2020 Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],950000.0,51000.0,Diesel,Gaganmahal,2020,Maruti,Suzuki,Vitara Brezza VDi (O),4,Base,Standard
2792,2015 Volkswagen Vento Comfortline Diesel AT,625000.0,92000.0,Diesel,Madhapur,2015,Volkswagen,Vento,Comfortline Diesel AT,9,Base,Standard
2793,2018 Maruti Suzuki Ignis Delta 1.2 AMT,625000.0,12000.0,Petrol,Gaganmahal,2018,Maruti,Suzuki,Ignis Delta 1.2 AMT,6,Base,Standard
2794,2016 Maruti Suzuki Baleno Delta 1.2 AT,550000.0,72000.0,Petrol,Gaganmahal,2016,Maruti,Suzuki,Baleno Delta 1.2 AT,8,Base,Standard
2795,2012 MINI Cooper 1.6,1400000.0,73691.0,Petrol,Madhapur,2012,MINI,Cooper,1.6,12,Base,Standard
2796,2020 Volvo XC90 D5 Inscription,5900000.0,71000.0,Diesel,SPC Begumpet,2020,Volvo,XC90,D5 Inscription,4,Base,Standard
2797,2013 Audi A4 2.0 TDI (177bhp) Premium,1095000.0,71000.0,Diesel,Madhapur,2013,Audi,A4,2.0 TDI (177bhp) Premium,11,Base,Standard
2798,2011 Honda City 1.5 S MT,364000.0,64884.0,Petrol,Hankimpet,2011,Honda,City,1.5 S MT,13,Base,Standard
2799,2017 Mercedes-Benz GLA 200 Sport,2350000.0,61000.0,Petrol,Banjara Hills Hyderabad,2017,Mercedes-Benz,GLA,200 Sport,7,Sport,Standard
2800,2019 Ford EcoSport Trend + 1.5L Ti-VCT AT,762000.0,47130.0,Petrol,L B Nagar,2019,Ford,EcoSport,Trend + 1.5L Ti-VCT AT,5,Base,Standard
2801,2017 Renault Kwid 1.0 RXL AMT [2017-2019],328700.0,35566.0,Petrol,L B Nagar,2017,Renault,Kwid,1.0 RXL AMT,7,Base,Standard
2802,2018 Land Rover Discovery Sport HSE Petrol 7-Seater,3495000.0,48000.0,Petrol,Banjara Hills Hyderabad,2018,Land,Rover,Discovery Sport HSE Petrol 7-Seater,6,Sport,Standard
2803,2021 Tata Tiago Revotron XZA Plus,610000.0,42083.0,Petrol,Bakaram,2021,Tata,Tiago,Revotron XZA Plus,3,Base,Standard
2804,2019 BMW X1 sDrive20d xLine,3200000.0,40500.0,Diesel,SPC Begumpet,2019,BMW,X1,sDrive20d xLine,5,Base,Standard
2805,2019 Honda City V,995000.0,47000.0,Petrol,Madhapur,2019,Honda,City,V,5,Base,Standard
2806,2019 Hyundai Venue SX 1.0 Turbo,811850.0,69173.0,Petrol,L B Nagar,2019,Hyundai,Venue,SX 1.0 Turbo,5,Base,Standard
2807,2021 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],1675000.0,29000.0,Diesel,Madhapur,2021,Mahindra,Thar,LX Hard Top Diesel AT 4WD [2023],3,Base,Standard
2808,2015 Honda Jazz V AT Petrol,495000.0,93659.0,Petrol,L B Nagar,2015,Honda,Jazz,V AT Petrol,9,Base,Standard
2809,2018 Datsun redi-GO T(O) 1.0,283000.0,21877.0,Petrol,Bakaram,2018,Datsun,redi-GO,T(O) 1.0,6,Base,Standard
2810,2016 Maruti Suzuki Baleno Delta 1.2 AT,575000.0,93000.0,Petrol,Begumpet,2016,Maruti,Suzuki,Baleno Delta 1.2 AT,8,Base,Standard
2811,2016 Hyundai Creta E Plus 1.6 Petrol,866000.0,48665.0,Petrol,L B Nagar,2016,Hyundai,Creta,E Plus 1.6 Petrol,8,Base,Standard
2812,2018 Honda WR-V VX MT Petrol,715000.0,22231.0,Petrol,L B Nagar,2018,Honda,WR-V,VX MT Petrol,6,Base,Standard
2813,2016 Hyundai Creta 1.6 SX Plus Petrol,853000.0,69273.0,Petrol,L B Nagar,2016,Hyundai,Creta,1.6 SX Plus Petrol,8,Base,Standard
2814,2016 Maruti Suzuki Ertiga VXI,669700.0,86733.0,Petrol,L B Nagar,2016,Maruti,Suzuki,Ertiga VXI,8,Base,Standard
2815,2019 Renault Duster RXS Opt CVT,774000.0,23298.0,Petrol,L B Nagar,2019,Renault,Duster,RXS Opt CVT,5,Base,Standard
2816,2022 Renault Triber RXT EASY-R AMT,732000.0,35860.0,Petrol,L B Nagar,2022,Renault,Triber,RXT EASY-R AMT,2,Base,Standard
2817,2018 Honda Amaze 1.2 V CVT Petrol [2018-2020],620000.0,50548.0,Petrol,L B Nagar,2018,Honda,Amaze,1.2 V CVT Petrol,6,Base,Standard
2818,2022 Mahindra XUV300 W6 1.2 Petrol,897000.0,45733.0,Petrol,L B Nagar,2022,Mahindra,XUV300,W6 1.2 Petrol,2,Base,Standard
2819,2017 Volkswagen Vento Highline 1.2 (P) AT,743000.0,38945.0,Petrol,L B Nagar,2017,Volkswagen,Vento,Highline 1.2 (P) AT,7,Base,Standard
2820,2022 Maruti Suzuki Wagon R VXi (O) 1.0 AMT,555000.0,1137.0,Petrol,L B Nagar,2022,Maruti,Suzuki,Wagon R VXi (O) 1.0 AMT,2,Base,Standard
2821,2016 Hyundai Creta E Plus 1.6 Petrol,876000.0,89371.0,Petrol,L B Nagar,2016,Hyundai,Creta,E Plus 1.6 Petrol,8,Base,Standard
2822,2016 Maruti Suzuki Swift DZire ZXI,576000.0,86301.0,Petrol,L B Nagar,2016,Maruti,Suzuki,Swift DZire ZXI,8,Base,Standard
2823,2021 Nissan Magnite XV Turbo [2020],809000.0,37843.0,Petrol,L B Nagar,2021,Nissan,Magnite,XV Turbo [2020],3,Base,Standard
2824,2017 Tata Nexon XZ Plus Diesel,715000.0,106245.0,Diesel,L B Nagar,2017,Tata,Nexon,XZ Plus Diesel,7,Base,Standard
2825,2017 Ford EcoSport Titanium 1.5L Ti-VCT,722000.0,49193.0,Petrol,L B Nagar,2017,Ford,EcoSport,Titanium 1.5L Ti-VCT,7,Base,Standard
2826,2015 Maruti Suzuki Alto 800 Lxi,238000.0,39213.0,Petrol,L B Nagar,2015,Maruti,Suzuki,Alto 800 Lxi,9,Base,Standard
2827,2022 Nissan Magnite XV Turbo CVT Dual Tone [2020],954000.0,5275.0,Petrol,L B Nagar,2022,Nissan,Magnite,XV Turbo CVT Dual Tone [2020],2,Base,Standard
2828,2017 Ford EcoSport Titanium 1.5L Ti-VCT AT,754000.0,47695.0,Petrol,L B Nagar,2017,Ford,EcoSport,Titanium 1.5L Ti-VCT AT,7,Base,Standard
2829,2019 Tata Nexon XMA Petrol,788000.0,74844.0,Petrol,L B Nagar,2019,Tata,Nexon,XMA Petrol,5,Base,Standard
2830,2016 Ford EcoSport Trend 1.5L Ti-VCT,637000.0,49772.0,Petrol,L B Nagar,2016,Ford,EcoSport,Trend 1.5L Ti-VCT,8,Base,Standard
2831,2022 Renault Triber RXZ EASY-R AMT,770000.0,7135.0,Petrol,L B Nagar,2022,Renault,Triber,RXZ EASY-R AMT,2,Base,Standard
2832,2017 Hyundai Creta 1.6 SX Plus Petrol,859000.0,65266.0,Petrol,Hankimpet,2017,Hyundai,Creta,1.6 SX Plus Petrol,7,Base,Standard
2833,2016 Maruti Suzuki Alto K10 VXi AMT [2014-2018],323000.0,85016.0,Petrol,Hankimpet,2016,Maruti,Suzuki,Alto K10 VXi AMT,8,Base,Standard
2834,2017 Maruti Suzuki Alto 800 Lxi,295000.0,49061.0,Petrol,Hankimpet,2017,Maruti,Suzuki,Alto 800 Lxi,7,Base,Standard
2835,2016 Hyundai Eon Era +,303000.0,44873.0,Petrol,L B Nagar,2016,Hyundai,Eon,Era +,8,Base,Standard
2836,2016 Hyundai Creta 1.6 SX Plus Petrol,867000.0,92043.0,Petrol,L B Nagar,2016,Hyundai,Creta,1.6 SX Plus Petrol,8,Base,Standard
2837,2018 Maruti Suzuki Ciaz Alpha 1.4 MT,605800.0,98119.0,Petrol,Bakaram,2018,Maruti,Suzuki,Ciaz Alpha 1.4 MT,6,Base,Standard
2838,2020 Maruti Suzuki Vitara Brezza ZXi Plus AT SHVS,938000.0,26593.0,Petrol,L B Nagar,2020,Maruti,Suzuki,Vitara Brezza ZXi Plus AT SHVS,4,Base,Standard
2839,2017 Maruti Suzuki Ertiga VXI AT,718000.0,88211.0,Petrol,L B Nagar,2017,Maruti,Suzuki,Ertiga VXI AT,7,Base,Standard
2840,2016 Ford EcoSport Trend 1.5L Ti-VCT,575000.0,49017.0,Petrol,L B Nagar,2016,Ford,EcoSport,Trend 1.5L Ti-VCT,8,Base,Standard
2841,2013 Maruti Suzuki Alto K10 VXi,194000.0,62715.0,Petrol,Hankimpet,2013,Maruti,Suzuki,Alto K10 VXi,11,Base,Standard
2842,2018 Tata Nexon XZA Plus Diesel,875000.0,37484.0,Diesel,Bakaram,2018,Tata,Nexon,XZA Plus Diesel,6,Base,Standard
2843,2019 Tata Nexon XZA Plus Petrol Dual Tone,823000.0,59737.0,Petrol,L B Nagar,2019,Tata,Nexon,XZA Plus Petrol Dual Tone,5,Base,Standard
2844,2018 Ford EcoSport Titanium 1.5L Ti-VCT,799000.0,48498.0,Petrol,L B Nagar,2018,Ford,EcoSport,Titanium 1.5L Ti-VCT,6,Base,Standard
2845,2015 Hyundai Elite i20 Asta 1.4 CRDi,564000.0,65130.0,Diesel,Bakaram,2015,Hyundai,Elite,i20 Asta 1.4 CRDi,9,Base,Standard
2846,2012 Renault Duster 85 PS RxL Diesel,349600.0,68328.0,Diesel,Bakaram,2012,Renault,Duster,85 PS RxL Diesel,12,Base,Standard
2847,2020 Mercedes-Benz C-Class C 220d Progressive [2018-2019],4195000.0,44000.0,Diesel,Banjara Hills Hyderabad,2020,Mercedes-Benz,C-Class,C 220d Progressive,4,Base,Standard
2848,2022 Hyundai Venue S 1.2 Petrol,903000.0,18184.0,Petrol,L B Nagar,2022,Hyundai,Venue,S 1.2 Petrol,2,Base,Standard
2849,2017 Volkswagen Polo Highline1.2L (P),629000.0,50037.0,Petrol,Bakaram,2017,Volkswagen,Polo,Highline1.2L (P),7,Base,Standard
2850,2012 Renault Duster 85 PS RxL Diesel,436000.0,53113.0,Diesel,L B Nagar,2012,Renault,Duster,85 PS RxL Diesel,12,Base,Standard
2851,2023 MG Hector Sharp Pro 1.5 Turbo Petrol CVT [2023],2375000.0,18000.0,Petrol,Madhapur,2023,MG,Hector,Sharp Pro 1.5 Turbo Petrol CVT [],1,Base,Standard
2852,2017 Honda City 4th Generation VX CVT Petrol [2017-2019],867000.0,53631.0,Petrol,Bakaram,2017,Honda,City,4th Generation VX CVT Petrol,7,Base,Standard
2853,2019 Mercedes-Benz V-Class Exclusive LWB [2019-2020],5800000.0,71000.0,Diesel,SPC Begumpet,2019,Mercedes-Benz,V-Class,Exclusive LWB,5,LWB,Standard
2854,2017 Tata Tiago Wizz Edition Petrol [2017-2018],436000.0,64741.0,Petrol,Hankimpet,2017,Tata,Tiago,Wizz Edition Petrol,7,Base,Standard
2855,2014 Nissan Micra XV CVT [2016-2017],352000.0,82542.0,Petrol,L B Nagar,2014,Nissan,Micra,XV CVT,10,Base,Standard
2856,2017 Maruti Suzuki Baleno Alpha 1.2 AT,636550.0,44469.0,Petrol,L B Nagar,2017,Maruti,Suzuki,Baleno Alpha 1.2 AT,7,Base,Standard
2857,2016 Volkswagen Jetta Comfortline TSI,1100000.0,29000.0,Petrol,SPC Begumpet,2016,Volkswagen,Jetta,Comfortline TSI,8,Base,Standard
2858,2016 Hyundai Creta 1.6 SX Plus Petrol,754000.0,94167.0,Petrol,Bakaram,2016,Hyundai,Creta,1.6 SX Plus Petrol,8,Base,Standard
2859,2019 Hyundai Santro Sportz AMT [2018-2020],454100.0,66791.0,Petrol,Bakaram,2019,Hyundai,Santro,Sportz AMT,5,Sport,Standard
2860,2021 Mahindra Thar LX Hard Top Petrol AT,1625000.0,59000.0,Petrol,Madhapur,2021,Mahindra,Thar,LX Hard Top Petrol AT,3,Base,Standard
2861,2018 Ford EcoSport Titanium 1.5L Ti-VCT,804000.0,28277.0,Petrol,Bakaram,2018,Ford,EcoSport,Titanium 1.5L Ti-VCT,6,Base,Standard
2862,2018 Honda Brio S (O)MT,380000.0,90872.0,Petrol,Hankimpet,2018,Honda,Brio,S (O)MT,6,Base,Standard
2863,2020 Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],993000.0,30724.0,Petrol,Hankimpet,2020,Ford,EcoSport,Titanium + 1.5L Ti-VCT AT,4,Base,Standard
2864,2021 MG Gloster Sharp 7 STR 2.0 Twin Turbo 4WD,3400000.0,35000.0,Diesel,SPC Begumpet,2021,MG,Gloster,Sharp 7 STR 2.0 Twin Turbo 4WD,3,Base,Standard
2865,2013 Hyundai i20 Magna 1.2,337000.0,72933.0,Petrol,Bakaram,2013,Hyundai,i20,Magna 1.2,11,Base,Standard
2866,2020 Ford Endeavour Titanium Plus 2.0 4x4 AT,3250000.0,151000.0,Diesel,Madhapur,2020,Ford,Endeavour,Titanium Plus 2.0 4x4 AT,4,Base,Standard
2867,2017 BMW 5 Series 520d M Sport,3999000.0,11000.0,Diesel,Madhapur,2017,BMW,5,Series 520d M Sport,7,Sport,Standard
2868,2017 Tata Tiago Revotron XZA [2017-2019],456000.0,62204.0,Petrol,Hankimpet,2017,Tata,Tiago,Revotron XZA,7,Base,Standard
2869,2021 Honda All New City ZX CVT Petrol,1350000.0,55000.0,Petrol,SPC Begumpet,2021,Honda,All,New City ZX CVT Petrol,3,Base,Standard
2870,2012 Maruti Suzuki Swift VXi,402000.0,39044.0,Petrol,Bakaram,2012,Maruti,Suzuki,Swift VXi,12,Base,Standard
2871,2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],5500000.0,20000.0,Diesel,Madhapur,2019,Mercedes-Benz,GLC,220d 4MATIC Progressive,5,Base,4MATIC
2872,2022 MG Gloster Sharp 7 STR 2.0 Twin Turbo 4WD,3495000.0,31000.0,Diesel,Madhapur,2022,MG,Gloster,Sharp 7 STR 2.0 Twin Turbo 4WD,2,Base,Standard
2873,2020 Mercedes-Benz C-Class C220d Prime,4399000.0,47000.0,Diesel,Madhapur,2020,Mercedes-Benz,C-Class,C220d Prime,4,Base,Standard
2874,2019 Hyundai Venue SX Plus 1.0 Turbo DCT,1095000.0,57000.0,Petrol,Madhapur,2019,Hyundai,Venue,SX Plus 1.0 Turbo DCT,5,Base,Standard
2875,2018 Mercedes-Benz GLC 220 d Progressive,4350000.0,71000.0,Diesel,Madhapur,2018,Mercedes-Benz,GLC,220 d Progressive,6,Base,Standard
2876,2011 Audi A4 2.0 TDI (177bhp) Premium,1099000.0,75000.0,Diesel,Madhapur,2011,Audi,A4,2.0 TDI (177bhp) Premium,13,Base,Standard
2877,2015 BMW X5 xDrive 30d,3295000.0,82000.0,Diesel,Madhapur,2015,BMW,X5,xDrive 30d,9,Base,Standard
2878,2010 Ford Fiesta EXi 1.4 TDCi Ltd,299000.0,73000.0,Diesel,Madhapur,2010,Ford,Fiesta,EXi 1.4 TDCi Ltd,14,Base,Standard
2879,2020 Maruti Suzuki Baleno Alpha Automatic,865000.0,23000.0,Petrol,Madhapur,2020,Maruti,Suzuki,Baleno Alpha Automatic,4,Base,Standard
2880,2018 Toyota Innova Crysta GX 2.4 AT 7 STR,1875000.0,138000.0,Diesel,Madhapur,2018,Toyota,Innova,Crysta GX 2.4 AT 7 STR,6,Base,Standard
2881,2017 BMW 3 Series GT 320d Luxury Line,2550000.0,72000.0,Diesel,Madhapur,2017,BMW,3,Series GT 320d Luxury Line,7,Luxury,GT
2882,2022 Jeep Compass Model S (O) 1.4 Petrol DCT [2021],2599000.0,23000.0,Petrol,Madhapur,2022,Jeep,Compass,Model S (O) 1.4 Petrol DCT [2021],2,Base,Standard
2883,2018 Nissan Micra Active XV,430000.0,75000.0,Petrol,Madhapur,2018,Nissan,Micra,Active XV,6,Base,Standard
2884,2015 Maruti Suzuki Ciaz ZDi+ [2014-2015],640000.0,86000.0,Diesel,Madhapur,2015,Maruti,Suzuki,Ciaz ZDi+,9,Base,Standard
2885,2022 Volkswagen Virtus Topline 1.0 TSI MT,1575000.0,39000.0,Petrol,Madhapur,2022,Volkswagen,Virtus,Topline 1.0 TSI MT,2,Base,Standard
2886,2016 Ford Endeavour Titanium 3.2 4x4 AT,2545000.0,110000.0,Diesel,Madhapur,2016,Ford,Endeavour,Titanium 3.2 4x4 AT,8,Base,Standard
2887,2014 MINI Cooper D 3 Door,2099000.0,27000.0,Diesel,Madhapur,2014,MINI,Cooper,D 3 Door,10,Base,Standard
2888,2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],5500000.0,20000.0,Diesel,Madhapur,2019,Mercedes-Benz,GLC,220d 4MATIC Progressive,5,Base,4MATIC
2889,2015 BMW X5 xDrive 30d,3295000.0,82000.0,Diesel,Madhapur,2015,BMW,X5,xDrive 30d,9,Base,Standard
2890,2010 Ford Fiesta EXi 1.4 TDCi Ltd,299000.0,73000.0,Diesel,Madhapur,2010,Ford,Fiesta,EXi 1.4 TDCi Ltd,14,Base,Standard
2891,2018 Mercedes-Benz GLC 220 d Progressive,4350000.0,71000.0,Diesel,Madhapur,2018,Mercedes-Benz,GLC,220 d Progressive,6,Base,Standard
2892,2020 Mercedes-Benz C-Class C220d Prime,4399000.0,47000.0,Diesel,Madhapur,2020,Mercedes-Benz,C-Class,C220d Prime,4,Base,Standard
2893,2019 Hyundai Venue SX Plus 1.0 Turbo DCT,1095000.0,57000.0,Petrol,Madhapur,2019,Hyundai,Venue,SX Plus 1.0 Turbo DCT,5,Base,Standard
2894,2011 Audi A4 2.0 TDI (177bhp) Premium,1099000.0,75000.0,Diesel,Madhapur,2011,Audi,A4,2.0 TDI (177bhp) Premium,13,Base,Standard
2895,2018 Mahindra Scorpio 2021 S5 2WD 7 STR,882000.0,94899.0,Diesel,Bakaram,2018,Mahindra,Scorpio,2021 S5 2WD 7 STR,6,Base,Standard
2896,2018 Maruti Suzuki Alto K10 VXi [2014-2019],317000.0,44277.0,Petrol,Hankimpet,2018,Maruti,Suzuki,Alto K10 VXi,6,Base,Standard
2897,2017 Honda WR-V VX MT Diesel,730000.0,129744.0,Diesel,L B Nagar,2017,Honda,WR-V,VX MT Diesel,7,Base,Standard
2898,2013 Hyundai i20 Magna (O) 1.2,354000.0,92904.0,Petrol,Hankimpet,2013,Hyundai,i20,Magna (O) 1.2,11,Base,Standard
2899,2022 Tata Nexon EV XZ Plus LUX,1400000.0,22000.0,Electric,SPC Begumpet,2022,Tata,Nexon,EV XZ Plus LUX,2,Base,Standard
2900,2018 Volvo S90 D4 Inscription,3300000.0,52000.0,Diesel,SPC Begumpet,2018,Volvo,S90,D4 Inscription,6,Base,Standard
2901,2017 Honda Jazz V AT Petrol,527000.0,82655.0,Petrol,L B Nagar,2017,Honda,Jazz,V AT Petrol,7,Base,Standard
2902,2022 BMW iX xDrive 40,10500000.0,9000.0,Electric,SPC Begumpet,2022,BMW,iX,xDrive 40,2,Base,Standard
2903,2019 Tata Nexon XZA Plus Diesel,987000.0,19811.0,Diesel,L B Nagar,2019,Tata,Nexon,XZA Plus Diesel,5,Base,Standard
2904,2017 Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,495000.0,67000.0,Petrol,SPC Begumpet,2017,Hyundai,Grand,i10 Sportz AT 1.2 Kappa VTVT,7,Sport,Standard
2905,2016 Volvo V40 Cross Country T4 Momentum,1275000.0,44423.0,Petrol,SPC Begumpet,2016,Volvo,V40,Cross Country T4 Momentum,8,Base,Standard
2906,2021 Audi e-tron Sportback 55,8600000.0,11000.0,Electric,SPC Begumpet,2021,Audi,e-tron,Sportback 55,3,Sport,Standard
2907,2015 Mercedes-Benz E-Class E 250 CDI Avantgarde,2550000.0,44000.0,Diesel,Gaganmahal,2015,Mercedes-Benz,E-Class,E 250 CDI Avantgarde,9,Base,Standard
2908,2019 Volkswagen Polo Comfortline 1.0L (P),687000.0,68399.0,Petrol,L B Nagar,2019,Volkswagen,Polo,Comfortline 1.0L (P),5,Base,Standard
2909,2022 Renault Triber RXZ EASY-R AMT,730000.0,37502.0,Petrol,Hankimpet,2022,Renault,Triber,RXZ EASY-R AMT,2,Base,Standard
2910,2019 Maruti Suzuki Alto K10 VXi,325000.0,64737.0,Petrol,Hankimpet,2019,Maruti,Suzuki,Alto K10 VXi,5,Base,Standard
2911,2022 Tata Altroz XTA Petrol Dark Edtion [2022-2023],795000.0,38754.0,Petrol,Bakaram,2022,Tata,Altroz,XTA Petrol Dark Edtion,2,Base,Standard
2912,2019 Renault Duster 110 PS RXS 4X2 AMT Diesel,888000.0,66800.0,Diesel,L B Nagar,2019,Renault,Duster,110 PS RXS 4X2 AMT Diesel,5,Base,Standard
2913,2019 Renault Triber RXZ [2019-2020],573000.0,52155.0,Petrol,L B Nagar,2019,Renault,Triber,RXZ,5,Base,Standard
2914,2003 Mercedes-Benz E-Class 220 CDI Sport,800000.0,88000.0,Diesel,Madhapur,2003,Mercedes-Benz,E-Class,220 CDI Sport,21,Sport,Standard
2915,2011 Mercedes-Benz C-Class 220 BlueEfficiency,775000.0,67000.0,Diesel,Madhapur,2011,Mercedes-Benz,C-Class,220 BlueEfficiency,13,Base,Standard
2916,2023 MINI Cooper JCW Hatchback,5200000.0,7000.0,Petrol,SPC Begumpet,2023,MINI,Cooper,JCW Hatchback,1,Base,Standard
2917,2018 Mahindra Scorpio 2021 S5 2WD 7 STR,882000.0,94899.0,Diesel,Bakaram,2018,Mahindra,Scorpio,2021 S5 2WD 7 STR,6,Base,Standard
2918,2018 Maruti Suzuki Alto K10 VXi [2014-2019],317000.0,44277.0,Petrol,Hankimpet,2018,Maruti,Suzuki,Alto K10 VXi,6,Base,Standard
2919,2017 Honda WR-V VX MT Diesel,730000.0,129744.0,Diesel,L B Nagar,2017,Honda,WR-V,VX MT Diesel,7,Base,Standard
2920,2013 Hyundai i20 Magna (O) 1.2,354000.0,92904.0,Petrol,Hankimpet,2013,Hyundai,i20,Magna (O) 1.2,11,Base,Standard
2921,2022 Tata Nexon EV XZ Plus LUX,1400000.0,22000.0,Electric,SPC Begumpet,2022,Tata,Nexon,EV XZ Plus LUX,2,Base,Standard
2922,2018 Volvo S90 D4 Inscription,3300000.0,52000.0,Diesel,SPC Begumpet,2018,Volvo,S90,D4 Inscription,6,Base,Standard
2923,2017 Honda Jazz V AT Petrol,527000.0,82655.0,Petrol,L B Nagar,2017,Honda,Jazz,V AT Petrol,7,Base,Standard
2924,2022 BMW iX xDrive 40,10500000.0,9000.0,Electric,SPC Begumpet,2022,BMW,iX,xDrive 40,2,Base,Standard
2925,2019 Tata Nexon XZA Plus Diesel,987000.0,19811.0,Diesel,L B Nagar,2019,Tata,Nexon,XZA Plus Diesel,5,Base,Standard
2926,2017 Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,495000.0,67000.0,Petrol,SPC Begumpet,2017,Hyundai,Grand,i10 Sportz AT 1.2 Kappa VTVT,7,Sport,Standard
2927,2016 Volvo V40 Cross Country T4 Momentum,1275000.0,44423.0,Petrol,SPC Begumpet,2016,Volvo,V40,Cross Country T4 Momentum,8,Base,Standard
2928,2021 Audi e-tron Sportback 55,8600000.0,11000.0,Electric,SPC Begumpet,2021,Audi,e-tron,Sportback 55,3,Sport,Standard
2929,2014 Maruti Suzuki Ertiga VDi,645000.0,123000.0,Diesel,Ameerpet,2014,Maruti,Suzuki,Ertiga VDi,10,Base,Standard
2930,2014 Maruti Suzuki Ertiga VXi,600000.0,82000.0,Petrol,Madhapur,2014,Maruti,Suzuki,Ertiga VXi,10,Base,Standard
2931,2021 Tata Safari XZ Plus,1950000.0,42000.0,Diesel,Madhapur,2021,Tata,Safari,XZ Plus,3,Base,Standard
2932,2014 Hyundai Xcent S 1.2,395000.0,87000.0,Petrol,Madhapur,2014,Hyundai,Xcent,S 1.2,10,Base,Standard
2933,2022 Hyundai Alcazar Signature (O) 7 Seater 1.5 Diesel AT,2075000.0,43450.0,Diesel,Industrial Estate Moulali,2022,Hyundai,Alcazar,Signature (O) 7 Seater 1.5 Diesel AT,2,Base,Standard
2934,2014 Hyundai Verna Fluidic 1.6 CRDi SX AT,650000.0,56000.0,Diesel,Ghirmalghery,2014,Hyundai,Verna,Fluidic 1.6 CRDi SX AT,10,Base,Standard
2935,2018 BMW X1 sDrive20d Expedition,2350000.0,32501.0,Diesel,Banjara Hills Hyderabad,2018,BMW,X1,sDrive20d Expedition,6,Base,Standard
